2021.05.20 11:53:19.837477,,
Steadiness 1,Hunger Resistance 1,2.1.0
,,
2021.05.20 12:16:31.743304,,
Diversion 1,Water Attack 2,1.1.0
Slugger 2,Blight Resistance 1,1.1.0
Rapid Morph 2,Blast Attack 1,0.0.0
Wirebug Whisperer 1,Windproof 2,1.1.0
Water Resistance 1,Windproof 2,0.0.0
Reload Speed 1,Windproof 1,1.0.0
Slugger 1,Quick Sheath 1,2.0.0
Slugger 1,Steadiness 1,3.0.0
Stun Resistance 1,Rapid Morph 1,2.1.0
Hellfire Cloak 1,NULL,1.1.0
Bombardier 1,Wirebug Whisperer 2,2.1.1
Water Attack 1,Partbreaker 1,2.0.0
Ice Attack 1,Flinch Free 1,2.2.1
Fortify 1,Speed Sharpening 1,1.1.0
Ballistics 1,NULL,1.1.0
Evade Window 1,Speed Eating 1,1.1.0
Water Attack 1,Rapid Morph 1,2.1.0
Botanist 2,Hunger Resistance 2,1.1.0
Peak Performance 2,Counterstrike 1,0.0.0
Wirebug Whisperer 1,Wall Runner 2,3.0.0
Guard 1,NULL,0.0.0
Counterstrike 1,Weakness Exploit 1,1.1.0
Ice Attack 1,Guard Up 1,0.0.0
Fire Attack 1,Rapid Morph 1,2.0.0
Item Prolonger 2,Recovery Up 1,2.2.0
Dragon Attack 2,Fire Resistance 1,1.1.0
Quick Sheath 2,Tremor Resistance 2,3.1.0
Slugger 2,Fortify 1,1.1.0
Steadiness 1,Latent Power 1,0.0.0
Rapid Morph 2,Item Prolonger 2,2.0.0
Hunger Resistance 2,Diversion 1,2.0.0
Reload Speed 1,Protective Polish 1,0.0.0
Slugger 1,Evade Extender 2,0.0.0
Constitution 2,Ice Attack 2,0.0.0
Latent Power 1,NULL,1.0.0
Divine Blessing 1,Evade Extender 1,2.1.0
Horn Maestro 1,Speed Sharpening 2,1.1.0
Hunger Resistance 1,Sleep Attack 1,0.0.0
Steadiness 2,Sleep Resistance 1,1.0.0
Constitution 1,Bludgeoner 2,2.1.0
Stun Resistance 2,Carving Pro 1,0.0.0
Earplugs 2,Ice Resistance 1,0.0.0
Blight Resistance 1,Punishing Draw 1,1.0.0
Flinch Free 1,Resentment 1,2.1.0
Poison Attack 3,Slugger 1,2.1.0
Dragon Resistance 2,Speed Eating 2,1.0.0
Resentment 2,NULL,1.0.0
Constitution 1,Speed Eating 2,1.0.0
Punishing Draw 1,Heroics 1,1.0.0
Ice Resistance 1,Leap of Faith 1,3.0.0
,,
2021.05.20 12:25:02.759024,,
Hellfire Cloak 1,NULL,0.0.0
,,
2021.05.20 12:48:16.078862,,
Bludgeoner 1,WideRange 1,1.1.0
Water Attack 1,Carving Pro 1,1.0.0
Heroics 2,NULL,1.0.0
Maximum Might 2,NULL,1.0.0
Tremor Resistance 1,Ice Resistance 2,1.0.0
Water Attack 2,Wall Runner 2,1.0.0
Counterstrike 1,Windproof 2,1.1.0
Hunger Resistance 2,Paralysis Resistance 1,1.0.0
Recovery Up 1,Ice Attack 1,1.0.0
Hunger Resistance 1,Resuscitate 1,1.0.0
WideRange 2,Defense Boost 1,1.0.0
Tremor Resistance 2,Speed Eating 1,1.0.0
Critical Eye 1,Agitator 1,1.1.0
Quick Sheath 1,Dragon Attack 1,0.0.0
Stun Resistance 1,Water Attack 1,1.1.0
Bombardier 2,Ballistics 1,1.0.0
Poison Attack 2,Partbreaker 1,3.1.0
Steadiness 1,Quick Sheath 1,2.0.0
Recoil Down 2,Blight Resistance 1,1.0.0
Earplugs 1,Ice Attack 2,0.0.0
Partbreaker 1,Recoil Down 2,3.0.0
Guard 1,Rapid Morph 2,0.0.0
Divine Blessing 1,Water Attack 1,1.1.0
Punishing Draw 1,Blast Resistance 2,2.0.0
Razor Sharp 2,NULL,0.0.0
Blight Resistance 1,Master Mounter 1,0.0.0
Wirebug Whisperer 2,Bombardier 2,1.0.0
Evade Window 1,Botanist 3,3.0.0
Evade Window 2,Ice Attack 2,0.0.0
Reload Speed 2,Affinity Sliding 1,2.0.0
Steadiness 1,WideRange 1,2.1.1
Bubbly Dance 1,Stamina Surge 1,1.0.0
Counterstrike 3,Water Attack 1,2.0.0
Wall Runner 2,Muck Resistance 2,1.1.0
Poison Attack 3,Minds Eye 1,1.0.0
Poison Resistance 1,Bludgeoner 1,1.0.0
Free Meal 1,Wirebug Whisperer 2,1.0.0
Heroics 1,Bubbly Dance 1,0.0.0
Recovery Speed 2,Constitution 1,3.0.0
Dragon Attack 2,Ballistics 1,1.0.0
Blight Resistance 1,Affinity Sliding 1,2.0.0
Wirebug Whisperer 1,Punishing Draw 1,0.0.0
Flinch Free 1,Diversion 1,1.0.0
Divine Blessing 2,Steadiness 1,0.0.0
Speed Sharpening 1,Water Resistance 1,3.0.0
Stun Resistance 2,Earplugs 1,2.1.0
Water Attack 3,Blight Resistance 1,2.1.0
Free Meal 2,Bombardier 2,1.0.0
Evade Extender 2,Earplugs 2,3.0.0
Bubbly Dance 2,Poison Resistance 2,2.1.0
,,
2021.05.20 13:07:31.024323,,
Critical Draw 2,Reload Speed 1,2.0.0
,,
2021.05.20 13:30:43.289856,,
Windproof 1,Leap of Faith 1,1.0.0
Critical Draw 1,NULL,0.0.0
NormalRapid Up 1,NULL,0.0.0
Leap of Faith 1,Windproof 2,1.0.0
Reload Speed 2,Bombardier 2,1.1.0
Guard Up 1,NULL,0.0.0
Quick Sheath 1,Ice Resistance 2,1.1.0
Sleep Attack 1,NULL,1.0.0
Pierce Up 1,NULL,0.0.0
Steadiness 1,Sleep Attack 1,0.0.0
Thunder Attack 2,Affinity Sliding 1,1.0.0
Item Prolonger 1,Critical Element 1,1.0.0
Protective Polish 1,Reload Speed 1,0.0.0
Fire Resistance 2,Windproof 1,0.0.0
Recovery Speed 1,Poison Resistance 1,3.0.0
Tremor Resistance 2,Carving Pro 1,0.0.0
Reload Speed 2,Critical Element 2,0.0.0
Bubbly Dance 2,Blight Resistance 2,2.1.0
Steadiness 1,Windproof 1,1.0.0
Speed Sharpening 1,Stun Resistance 1,1.1.1
Critical Eye 2,NULL,0.0.0
Steadiness 1,Critical Eye 1,0.0.0
Attack Boost 2,Blight Resistance 2,1.0.0
Reload Speed 1,Counterstrike 1,1.1.0
Slugger 1,Blast Resistance 1,1.1.0
Quick Sheath 2,Defense Boost 3,2.2.0
Reload Speed 1,Recoil Down 2,0.0.0
Recovery Speed 1,Wall Runner 1,3.1.0
Bludgeoner 1,Poison Attack 1,3.0.0
Resentment 2,NULL,1.1.0
Geologist 1,Offensive Guard 1,0.0.0
Paralysis Attack 1,NULL,0.0.0
Guard 1,Tremor Resistance 2,1.0.0
Punishing Draw 1,Reload Speed 2,0.0.0
Botanist 2,Speed Sharpening 1,3.2.0
Dragon Resistance 1,Leap of Faith 1,3.0.0
Critical Element 1,NULL,1.1.1
Thunder Attack 2,Divine Blessing 1,1.0.0
Evade Window 2,Load Shells 1,3.0.0
Protective Polish 1,Power Prolonger 1,3.0.0
Recoil Down 1,Power Prolonger 1,0.0.0
Item Prolonger 1,Counterstrike 1,1.1.0
Thunder Attack 3,Punishing Draw 2,1.0.0
Good Luck 1,Thunder Attack 1,0.0.0
Blight Resistance 1,Botanist 1,0.0.0
Blight Resistance 3,Poison Attack 1,1.1.0
Wall Runner 1,Partbreaker 1,1.0.0
Master Mounter 1,Critical Element 1,0.0.0
Recoil Down 1,Slugger 1,2.0.0
Dragon Attack 3,Rapid Morph 1,1.1.0
,,
2021.05.20 13:39:15.229240,,
Power Prolonger 1,NULL,1.0.0
,,
2021.05.20 14:02:27.538055,,
Wirebug Whisperer 1,Reload Speed 1,1.1.0
Water Attack 1,Divine Blessing 1,1.0.0
Free Meal 1,Earplugs 1,1.0.0
Paralysis Attack 1,NULL,0.0.0
Blight Resistance 1,Masters Touch 1,0.0.0
Tremor Resistance 1,Geologist 2,0.0.0
Diversion 1,Fire Attack 2,0.0.0
Punishing Draw 1,Water Attack 2,0.0.0
Divine Blessing 1,Master Mounter 1,0.0.0
Blast Resistance 1,Ballistics 1,0.0.0
NormalRapid Up 1,NULL,1.1.0
Bubbly Dance 2,Slugger 1,1.1.0
Divine Blessing 1,Guard 1,0.0.0
Recovery Up 1,Earplugs 1,2.1.0
Speed Eating 1,Recovery Up 2,2.0.0
Speed Eating 2,Rapid Morph 2,1.0.0
Steadiness 2,Guard 1,0.0.0
Partbreaker 2,Ice Attack 1,1.1.0
Paralysis Attack 1,NULL,0.0.0
Sleep Resistance 1,Stun Resistance 1,2.0.0
Flinch Free 2,Ice Resistance 2,2.0.0
Stun Resistance 1,Geologist 1,1.1.0
Resentment 1,Counterstrike 1,1.0.0
Recovery Up 2,Earplugs 2,1.1.0
Quick Sheath 2,Ice Attack 1,1.1.0
Evade Window 1,Recoil Down 1,0.0.0
Blast Attack 1,NULL,0.0.0
Defense Boost 1,Sleep Resistance 2,3.0.0
Dragon Resistance 1,Affinity Sliding 1,2.0.0
Masters Touch 1,NULL,1.0.0
Stamina Thief 2,Thunder Attack 1,0.0.0
Earplugs 1,Water Attack 1,0.0.0
Dragon Resistance 1,Fire Attack 1,2.1.0
Peak Performance 1,NULL,0.0.0
Recovery Speed 2,Ice Attack 2,1.1.0
Speed Sharpening 1,Paralysis Resistance 1,0.0.0
Hunger Resistance 1,Poison Resistance 1,1.0.0
Bombardier 2,Poison Attack 1,1.0.0
Speed Eating 2,Weakness Exploit 1,1.0.0
Thunder Attack 1,Item Prolonger 1,0.0.0
Resentment 1,Flinch Free 1,0.0.0
Poison Attack 3,Evade Window 1,1.1.0
Defense Boost 1,Razor Sharp 1,0.0.0
Flinch Free 2,Maximum Might 1,0.0.0
Fire Resistance 2,Divine Blessing 1,2.1.0
Evade Extender 1,NormalRapid Up 1,0.0.0
Blight Resistance 3,Diversion 1,2.0.0
Punishing Draw 1,Bombardier 1,1.0.0
Ice Resistance 1,Ice Attack 1,3.0.0
Critical Eye 2,NULL,1.0.0
,,
2021.05.20 14:10:59.003723,,
Speed Sharpening 1,Recoil Down 1,1.0.0
,,
2021.05.20 14:34:12.841465,,
Bubbly Dance 1,Master Mounter 1,2.2.0
Power Prolonger 2,NULL,1.0.0
Partbreaker 2,Diversion 1,3.1.0
Speed Sharpening 2,Constitution 2,2.1.0
Affinity Sliding 1,Ice Resistance 2,1.1.0
Tremor Resistance 2,Ballistics 1,1.1.0
Recoil Down 1,Blight Resistance 1,1.1.0
Wirebug Whisperer 1,Razor Sharp 1,0.0.0
Reload Speed 2,Horn Maestro 1,1.1.1
Geologist 1,Counterstrike 2,1.1.0
Recovery Speed 1,Horn Maestro 1,2.1.0
Dragon Attack 1,Spare Shot 1,1.0.0
Partbreaker 2,Poison Attack 2,1.0.0
Blight Resistance 2,Flinch Free 1,2.0.0
Evade Extender 1,Speed Sharpening 2,1.1.0
Artillery 1,NULL,0.0.0
Earplugs 2,Affinity Sliding 1,1.0.0
Blast Resistance 1,Botanist 2,2.1.1
Paralysis Attack 1,NULL,1.0.0
Flinch Free 2,Hunger Resistance 1,0.0.0
Affinity Sliding 1,Divine Blessing 1,0.0.0
Earplugs 1,Reload Speed 1,3.0.0
Divine Blessing 1,Recovery Speed 2,1.0.0
Speed Sharpening 2,Poison Attack 1,2.0.0
Quick Sheath 2,Windproof 1,0.0.0
Paralysis Resistance 1,Attack Boost 1,2.0.0
Razor Sharp 2,NULL,0.0.0
Guard 1,NULL,3.0.0
Speed Sharpening 2,Affinity Sliding 1,1.1.0
Reload Speed 1,Spare Shot 2,1.0.0
Flinch Free 1,Windproof 1,1.0.0
Fortify 1,Bubbly Dance 2,2.1.0
Razor Sharp 1,NULL,1.0.0
Sleep Resistance 1,Recovery Speed 1,3.0.0
Fire Resistance 1,Recovery Speed 1,1.0.0
Water Resistance 1,Steadiness 1,3.0.0
Evade Window 2,Slugger 1,1.0.0
Evade Extender 1,Ice Resistance 1,0.0.0
Guard Up 1,NULL,1.1.0
Dragon Attack 2,Resentment 1,1.0.0
Blight Resistance 1,Affinity Sliding 1,1.0.0
Reload Speed 1,Speed Eating 1,1.0.0
Punishing Draw 2,Thunder Resistance 1,1.1.0
Divine Blessing 2,Ballistics 1,0.0.0
Diversion 1,Quick Sheath 1,1.1.0
Stun Resistance 2,Master Mounter 1,2.0.0
Blight Resistance 1,Partbreaker 2,2.1.0
Peak Performance 1,NULL,1.0.0
Bubbly Dance 2,Counterstrike 1,2.1.1
Paralysis Resistance 1,Razor Sharp 1,0.0.0
,,
2021.05.20 14:42:49.356919,,
Master Mounter 1,Counterstrike 2,1.1.0
,,
2021.05.20 15:06:01.442144,,
Fire Resistance 2,Fire Attack 2,1.0.0
Ice Resistance 1,Ice Attack 1,0.0.0
Tremor Resistance 3,Free Meal 1,0.0.0
Affinity Sliding 1,Counterstrike 1,1.1.0
Tremor Resistance 2,Dragon Resistance 1,0.0.0
Flinch Free 1,Recoil Down 2,2.1.0
Item Prolonger 1,Paralysis Resistance 1,3.1.0
Bludgeoner 1,Rapid Morph 1,2.1.0
Windproof 1,Flinch Free 1,0.0.0
Master Mounter 1,Rapid Morph 2,2.1.0
Constitution 3,Partbreaker 2,2.0.0
Water Resistance 1,Steadiness 2,2.1.0
Diversion 1,Carving Pro 1,1.1.0
Slugger 1,Speed Sharpening 1,1.0.0
Geologist 2,Counterstrike 2,1.0.0
Critical Draw 1,NULL,1.0.0
Horn Maestro 1,Partbreaker 1,2.1.0
Critical Boost 1,NULL,0.0.0
Poison Attack 3,Sleep Attack 1,1.0.0
NormalRapid Up 1,Razor Sharp 1,1.0.0
Recovery Up 2,Earplugs 2,2.0.0
Wall Runner 1,Evade Extender 1,1.1.0
Leap of Faith 1,Ice Attack 1,0.0.0
Rapid Morph 2,Stamina Thief 1,0.0.0
Recovery Speed 2,Sleep Attack 1,0.0.0
Wall Runner 2,Ballistics 1,1.1.0
Paralysis Resistance 1,Counterstrike 1,1.0.0
Dragon Attack 2,Hellfire Cloak 1,1.0.0
Windproof 1,Wall Runner 1,0.0.0
Dragon Resistance 2,Master Mounter 1,3.1.0
Speed Sharpening 2,Critical Eye 1,1.0.0
Blight Resistance 1,Ice Attack 1,1.0.0
Quick Sheath 1,Bombardier 1,3.1.0
Defense Boost 1,Recoil Down 1,1.0.0
Muck Resistance 2,Hellfire Cloak 1,0.0.0
Speed Eating 2,WideRange 2,1.1.0
Peak Performance 1,NULL,0.0.0
Wall Runner 2,Evade Extender 1,1.0.0
Paralysis Attack 1,NULL,1.0.0
Wall Runner 2,Heroics 1,1.1.0
Quick Sheath 2,Muck Resistance 2,2.1.0
Ballistics 1,NULL,0.0.0
Dragon Attack 1,Stun Resistance 2,1.0.0
Water Attack 1,Fire Attack 2,0.0.0
Blast Resistance 1,Critical Element 1,2.1.0
Wirebug Whisperer 1,Poison Attack 2,1.1.0
Wall Runner 1,Horn Maestro 1,1.0.0
Windproof 1,Stamina Thief 2,2.1.0
Critical Element 2,NULL,0.0.0
Poison Resistance 1,Poison Attack 1,2.0.0
,,
2021.05.20 15:14:36.040315,,
Earplugs 1,Bludgeoner 1,3.1.0
,,
2021.05.20 15:37:49.457776,,
Bludgeoner 1,Master Mounter 1,0.0.0
Flinch Free 2,Latent Power 1,0.0.0
Poison Attack 1,Fire Resistance 2,2.0.0
Steadiness 1,Divine Blessing 1,2.2.0
Sleep Attack 2,NULL,1.0.0
Special Ammo Boost 1,Recoil Down 1,0.0.0
Thunder Attack 1,Bombardier 1,2.2.0
Sleep Resistance 1,Defense Boost 1,1.0.0
Slugger 2,Blight Resistance 2,1.1.0
Item Prolonger 1,Latent Power 1,1.0.0
Stamina Thief 2,Water Resistance 1,2.1.0
Partbreaker 1,Hunger Resistance 2,3.0.0
Divine Blessing 1,Guard Up 1,1.0.0
Earplugs 1,Fortify 1,2.1.0
Constitution 2,Diversion 1,3.0.0
Weakness Exploit 2,NULL,1.0.0
Quick Sheath 3,Fire Resistance 2,1.1.0
Windproof 1,Ice Resistance 2,3.0.0
Paralysis Attack 1,Wall Runner 2,0.0.0
Latent Power 2,NULL,1.1.0
Evade Extender 1,Muck Resistance 2,1.1.0
Stamina Thief 2,Water Resistance 1,3.1.0
Evade Extender 2,Rapid Morph 1,2.1.0
Minds Eye 1,Ice Attack 1,0.0.0
Steadiness 1,Sleep Attack 1,0.0.0
Evade Window 2,Critical Draw 1,0.0.0
Resentment 2,Blight Resistance 1,0.0.0
Punishing Draw 1,Ice Resistance 2,1.0.0
Counterstrike 2,Defense Boost 1,2.1.0
Wirebug Whisperer 1,Master Mounter 1,1.1.0
Blast Resistance 2,Power Prolonger 1,0.0.0
Minds Eye 1,NULL,0.0.0
Ice Resistance 1,Stamina Thief 2,1.1.0
Stamina Thief 2,Fortify 1,3.0.0
Punishing Draw 2,Evade Window 2,0.0.0
Recoil Down 1,Stun Resistance 1,2.0.0
Sleep Resistance 2,Leap of Faith 1,2.1.0
Rapid Morph 1,Paralysis Resistance 1,1.0.0
Sleep Attack 1,Windproof 1,1.0.0
Thunder Resistance 1,Earplugs 1,1.1.0
Ice Attack 1,Reload Speed 1,0.0.0
Geologist 1,Poison Attack 2,0.0.0
Recovery Up 2,Hellfire Cloak 1,1.0.0
Paralysis Resistance 1,Item Prolonger 2,3.0.0
Latent Power 1,NULL,1.1.0
Ballistics 1,NULL,1.0.0
Partbreaker 2,Leap of Faith 1,0.0.0
Bubbly Dance 2,Bombardier 2,1.0.0
Blight Resistance 1,Rapid Morph 1,1.0.0
Botanist 2,Dragon Attack 1,2.1.0
,,
2021.05.20 15:46:44.901936,,
Punishing Draw 2,Wirebug Whisperer 2,0.0.0
,,
2021.05.20 16:09:57.076392,,
Poison Resistance 2,Rapid Morph 1,0.0.0
Thunder Attack 1,Earplugs 1,1.0.0
Latent Power 1,NULL,1.0.0
Wirebug Whisperer 1,Sleep Resistance 2,3.1.0
Divine Blessing 1,Hunger Resistance 1,0.0.0
Maximum Might 2,Earplugs 1,0.0.0
Sleep Attack 2,Masters Touch 1,0.0.0
Special Ammo Boost 1,Item Prolonger 1,1.0.0
WideRange 2,Flinch Free 1,1.1.0
Steadiness 2,Speed Sharpening 1,2.1.0
Resentment 2,NULL,1.1.0
Bludgeoner 1,Reload Speed 1,1.0.0
Bubbly Dance 2,Bombardier 2,1.0.0
Ice Resistance 2,Flinch Free 1,1.1.0
Recovery Up 2,Ice Resistance 2,3.1.0
Affinity Sliding 1,Wall Runner 2,1.1.0
Tremor Resistance 2,Rapid Morph 1,1.1.0
Ice Attack 2,Protective Polish 1,0.0.0
Diversion 1,Punishing Draw 1,2.2.0
Horn Maestro 1,Water Resistance 2,1.0.0
Evade Extender 2,Defense Boost 1,0.0.0
Dragon Resistance 1,Wirebug Whisperer 1,3.0.0
Speed Eating 2,Resuscitate 2,0.0.0
Poison Attack 1,Attack Boost 1,0.0.0
Fire Attack 2,Steadiness 1,1.1.0
Divine Blessing 1,Thunder Resistance 3,3.1.0
Speed Sharpening 2,Ice Attack 1,1.1.0
Wall Runner 1,Fortify 1,1.1.0
Wirebug Whisperer 1,Recovery Up 1,2.0.0
Diversion 1,Recoil Down 1,0.0.0
Bubbly Dance 1,Thunder Attack 1,0.0.0
Paralysis Resistance 1,Rapid Morph 1,2.0.0
Reload Speed 1,Quick Sheath 1,1.0.0
Thunder Attack 2,Blight Resistance 2,1.0.0
Free Meal 1,Thunder Attack 1,3.0.0
Rapid Morph 2,Protective Polish 1,1.0.0
Water Attack 1,Master Mounter 1,0.0.0
Load Shells 1,NULL,1.1.0
Thunder Resistance 1,Recoil Down 2,2.0.0
Ice Attack 2,Evade Extender 1,0.0.0
Windproof 1,Rapid Morph 1,3.1.0
Defense Boost 2,Recoil Down 2,2.1.0
Punishing Draw 2,Fire Attack 2,1.1.0
Handicraft 1,Slugger 1,0.0.0
Razor Sharp 1,NULL,1.1.0
Fire Attack 2,Slugger 1,1.0.0
Flinch Free 1,Reload Speed 2,1.1.0
Stamina Surge 1,NULL,1.1.0
Artillery 1,NULL,0.0.0
Steadiness 1,Blight Resistance 1,2.0.0
,,
2021.05.20 16:18:30.001954,,
Defense Boost 1,Stamina Thief 2,3.1.0
,,
2021.05.20 16:41:42.286790,,
Thunder Attack 2,Ballistics 1,1.1.0
Ice Attack 2,Maximum Might 1,0.0.0
Botanist 1,Speed Eating 2,2.0.0
Fire Attack 1,Punishing Draw 1,1.0.0
Paralysis Resistance 1,Guard Up 1,1.0.0
Quick Sheath 3,Poison Attack 1,1.0.0
Bombardier 2,Spare Shot 1,1.1.0
Master Mounter 1,Water Resistance 1,2.2.0
Pierce Up 1,NULL,0.0.0
Defense Boost 1,Dragon Resistance 2,2.2.0
Affinity Sliding 1,Thunder Resistance 1,2.0.0
Fire Resistance 1,Earplugs 1,3.0.0
Leap of Faith 1,Agitator 1,0.0.0
WideRange 1,Ballistics 1,0.0.0
Power Prolonger 1,NULL,1.0.0
Fortify 1,Windproof 1,2.2.0
Recoil Down 2,Sleep Attack 2,0.0.0
Water Resistance 1,Leap of Faith 1,2.0.0
Evade Window 2,Critical Element 2,0.0.0
Steadiness 1,Free Meal 2,2.0.0
Master Mounter 1,Windproof 1,2.0.0
Blight Resistance 1,Ice Attack 1,2.1.0
Dragon Resistance 3,Ballistics 1,0.0.0
Recovery Speed 1,Sleep Resistance 2,3.0.0
Evade Window 2,Thunder Attack 1,0.0.0
Hellfire Cloak 2,NULL,0.0.0
Earplugs 1,Blast Resistance 2,1.1.0
Rapid Morph 2,Wirebug Whisperer 2,2.1.0
Muck Resistance 1,Weakness Exploit 1,0.0.0
Stamina Thief 1,Punishing Draw 1,1.0.0
Poison Resistance 1,Tremor Resistance 1,1.0.0
Water Resistance 2,Ballistics 2,0.0.0
Flinch Free 1,Bludgeoner 1,1.0.0
Earplugs 1,Bubbly Dance 2,0.0.0
Rapid Morph 2,Geologist 1,3.0.0
Slugger 1,Latent Power 1,0.0.0
Affinity Sliding 1,Free Meal 1,2.0.0
Agitator 2,Blast Attack 1,1.0.0
Poison Attack 1,Stamina Thief 1,1.0.0
Horn Maestro 1,Poison Attack 1,2.0.0
Stamina Thief 1,Geologist 1,3.0.0
Recovery Speed 2,Leap of Faith 1,2.1.0
Recovery Speed 1,Evade Extender 1,3.1.0
Fire Attack 1,Blight Resistance 1,0.0.0
Partbreaker 2,Counterstrike 2,1.0.0
Quick Sheath 1,Windproof 1,1.0.0
Dragon Attack 1,Bubbly Dance 1,1.1.0
Fortify 1,Speed Sharpening 1,1.1.0
Bludgeoner 2,Geologist 2,2.0.0
Muck Resistance 2,Resentment 1,0.0.0
,,
2021.05.20 16:50:24.990202,,
Heroics 1,Punishing Draw 1,0.0.0
,,
2021.05.20 17:13:37.191452,,
Water Resistance 1,Power Prolonger 1,1.0.0
Thunder Attack 2,Leap of Faith 1,0.0.0
Hunger Resistance 2,Stun Resistance 1,2.2.0
Item Prolonger 1,Critical Eye 1,0.0.0
Poison Attack 3,Partbreaker 1,1.1.0
Punishing Draw 1,Attack Boost 1,0.0.0
Evade Window 1,Master Mounter 1,1.0.0
Quick Sheath 2,Blight Resistance 2,1.0.0
Ballistics 2,NULL,1.1.0
Botanist 2,Horn Maestro 1,2.0.0
Recoil Down 1,Fire Attack 1,3.0.0
Wall Runner 2,Sleep Resistance 2,3.0.0
Fire Attack 1,Critical Eye 1,1.1.0
Constitution 2,Defense Boost 1,1.1.0
Water Attack 1,Paralysis Resistance 2,1.1.0
Hellfire Cloak 2,NULL,1.0.0
Stun Resistance 1,Dragon Attack 1,3.1.1
Bludgeoner 1,Peak Performance 1,0.0.0
Water Attack 1,Free Meal 1,3.0.0
Carving Pro 1,Evade Extender 1,0.0.0
Flinch Free 1,Stamina Thief 2,1.1.0
Item Prolonger 1,Evade Extender 1,1.0.0
Thunder Attack 1,Recoil Down 1,3.0.0
Windproof 1,Critical Eye 1,1.0.0
Weakness Exploit 2,NULL,0.0.0
Tremor Resistance 1,Blast Resistance 1,1.0.0
Latent Power 1,Windproof 1,1.0.0
Windproof 1,Speed Sharpening 1,0.0.0
Evade Window 1,Water Resistance 1,2.2.1
Speed Eating 1,Leap of Faith 1,3.0.0
Evade Window 2,Bombardier 2,2.0.0
Bubbly Dance 1,Fire Attack 2,1.1.1
Speed Sharpening 3,Thunder Resistance 2,0.0.0
Water Resistance 1,Partbreaker 1,1.0.0
Speed Sharpening 1,Quick Sheath 2,0.0.0
WideRange 1,Guard Up 1,1.0.0
Latent Power 1,NULL,0.0.0
Paralysis Attack 1,Evade Window 2,2.1.0
Blight Resistance 1,Bludgeoner 1,2.1.0
Heroics 1,NULL,0.0.0
Quick Sheath 1,Bombardier 1,2.1.0
Partbreaker 1,Bombardier 2,2.1.0
Stamina Thief 2,Constitution 1,1.0.0
Poison Resistance 1,Fire Attack 1,1.1.0
Flinch Free 2,Steadiness 1,1.0.0
Dragon Attack 2,Leap of Faith 1,1.0.0
Spare Shot 2,NULL,1.0.0
Wirebug Whisperer 1,Blast Attack 1,1.1.0
Dragon Resistance 1,Blast Attack 1,0.0.0
NormalRapid Up 1,Agitator 1,1.0.0
